ds,Competitor_handle,yhat,yhat_lower,yhat_upper
2023-07-10,Comp_B_ShopPulse,70133.8776776866,70039.02251935503,70230.70305285399
2023-07-11,Comp_B_ShopPulse,70231.37211432485,70134.39885112878,70331.77007654826
2023-07-12,Comp_B_ShopPulse,70306.96340321164,70203.27508668302,70410.83853581155
2023-07-14,Comp_B_ShopPulse,70479.09711321398,70371.36128719262,70580.83752319706
2023-07-16,Comp_B_ShopPulse,70652.7231064583,70549.4284277345,70757.555874676
2023-07-18,Comp_B_ShopPulse,70822.83138667898,70724.86413665976,70926.29054992365
2023-07-20,Comp_B_ShopPulse,70958.35709490311,70857.06698984474,71057.02468810626
2023-07-22,Comp_B_ShopPulse,71125.14677103207,71018.22021374907,71230.90197961313
2023-07-23,Comp_B_ShopPulse,71212.06197862,71115.11505026325,71316.73339022986
2023-07-24,Comp_B_ShopPulse,71291.60796082321,71193.30843739104,71397.31560354654
2023-07-25,Comp_B_ShopPulse,71377.58330282927,71281.29573257407,71481.40491337077
2023-07-27,Comp_B_ShopPulse,71512.62462274558,71408.66090726605,71615.60057131415
2023-07-29,Comp_B_ShopPulse,71682.12032813502,71583.25121323876,71782.55172990798
2023-07-30,Comp_B_ShopPulse,71771.24357944379,71661.92052312745,71873.50145478084
2023-07-31,Comp_B_ShopPulse,71853.37507287641,71752.52557325311,71958.40335872416
2023-08-01,Comp_B_ShopPulse,71942.17081966312,71834.23493256283,72044.36142566525
2023-08-03,Comp_B_ShopPulse,72083.02604744321,71975.89417787036,72190.20318221743
2023-08-05,Comp_B_ShopPulse,72238.14593483719,72138.56882502878,72342.550102018
2023-08-06,Comp_B_ShopPulse,72319.66740892362,72219.7794264922,72422.3852376249
2023-08-08,Comp_B_ShopPulse,72474.31024751619,72368.92001683029,72569.74382767397
2023-08-10,Comp_B_ShopPulse,72597.36176772871,72489.3062913774,72705.70563353135
2023-08-11,Comp_B_ShopPulse,72681.06974101326,72578.15449608144,72778.18518210783
2023-08-12,Comp_B_ShopPulse,72753.02676412632,72657.58278511079,72856.62921517825
2023-08-13,Comp_B_ShopPulse,72834.47000708732,72724.75141692329,72936.19761748263
2023-08-14,Comp_B_ShopPulse,72908.44107365246,72807.35167525908,73009.56092891705
2023-08-16,Comp_B_ShopPulse,73048.79479198101,72945.02166021123,73154.63781615025
2023-08-18,Comp_B_ShopPulse,73195.37562260426,73095.61799241047,73296.85710514797
2023-08-20,Comp_B_ShopPulse,73350.21795169017,73258.34992945066,73451.53821633998
2023-08-21,Comp_B_ShopPulse,73425.56776865057,73322.74851979312,73530.26178018589
2023-08-23,Comp_B_ShopPulse,73570.2073156788,73475.5977528398,73671.53193258288
2023-08-24,Comp_B_ShopPulse,73635.81890520816,73539.71529972172,73738.98829712384
2023-08-25,Comp_B_ShopPulse,73723.17122447607,73620.51629972232,73824.54125331451
2023-08-27,Comp_B_ShopPulse,73886.27342659696,73791.3231680373,73982.5256097602
2023-08-28,Comp_B_ShopPulse,74005.17489023572,73906.61697114703,74109.5706194173
2023-08-29,Comp_B_ShopPulse,74131.06581264234,74036.52084114299,74235.72264059784
2023-08-30,Comp_B_ShopPulse,74237.53737066637,74138.95617387093,74344.3844096111
2023-08-31,Comp_B_ShopPulse,74347.09015799216,74245.30184495039,74447.28857636529
2023-09-01,Comp_B_ShopPulse,74478.26807154734,74374.80782735963,74570.5491374328
2023-09-02,Comp_B_ShopPulse,74598.24642587782,74492.36292930311,74696.1017670338
2023-09-03,Comp_B_ShopPulse,74728.14502396005,74629.38122378603,74828.41784360154
2023-09-04,Comp_B_ShopPulse,74850.85931217419,74756.21056621584,74949.95128731495
2023-09-06,Comp_B_ShopPulse,75088.85579587975,74984.7170919494,75189.60347116072
2023-09-07,Comp_B_ShopPulse,75200.03065652856,75108.80627508853,75301.65056298337
2023-09-09,Comp_B_ShopPulse,75451.68044022204,75352.142071738,75545.6597640067
2023-09-10,Comp_B_ShopPulse,75580.37197423448,75478.38773452649,75675.91755868483
2023-09-11,Comp_B_ShopPulse,75700.89842819695,75598.76526510261,75803.32085978947
2023-09-12,Comp_B_ShopPulse,75826.82877385209,75728.09882253653,75925.23542611366
2023-09-13,Comp_B_ShopPulse,75931.6956004365,75836.95425251988,76037.09746711532
2023-09-15,Comp_B_ShopPulse,76164.2546301776,76061.76606710901,76273.30369445641
2023-09-16,Comp_B_ShopPulse,76234.98958083839,76128.63055950573,76330.38315723107
2023-09-18,Comp_B_ShopPulse,76384.87750422324,76281.98170353512,76482.91468570057
2023-09-20,Comp_B_ShopPulse,76515.6687169975,76419.29926695942,76617.61695902605
2023-09-21,Comp_B_ShopPulse,76572.12091798814,76468.97546711509,76670.37345524473
2023-09-22,Comp_B_ShopPulse,76648.90031136366,76548.46626685593,76753.68831975463
2023-09-23,Comp_B_ShopPulse,76713.41280856512,76610.34681595278,76812.01187323812
2023-09-24,Comp_B_ShopPulse,76787.04027589208,76682.48349473816,76887.60150379695
2023-09-26,Comp_B_ShopPulse,76925.04149796318,76835.89111176842,77020.23547330948
2023-09-28,Comp_B_ShopPulse,77031.78028914629,76936.55000836671,77134.59065875904
2023-09-30,Comp_B_ShopPulse,77173.05191263605,77067.84997366618,77277.37459237683
2023-10-01,Comp_B_ShopPulse,77248.42420253852,77151.13208059575,77354.01096861975
2023-10-03,Comp_B_ShopPulse,77393.28700550452,77291.3437554338,77502.17678537259
2023-10-05,Comp_B_ShopPulse,77510.91309603896,77413.41359482925,77617.35707861999
2023-10-07,Comp_B_ShopPulse,77666.24540605696,77568.33591064166,77769.82183370969
2023-10-08,Comp_B_ShopPulse,77749.50317501379,77650.9768432302,77852.04835668529
2023-10-10,Comp_B_ShopPulse,77911.09826909662,77812.49488255898,78013.46039037248
2023-10-11,Comp_B_ShopPulse,77982.90365572897,77875.22990681234,78087.2100629735
2023-10-12,Comp_B_ShopPulse,78058.22112998003,77952.19672700661,78159.8245333627
2023-10-14,Comp_B_ShopPulse,78242.15963694191,78144.43019526196,78341.39431793049
2023-10-16,Comp_B_ShopPulse,78429.23213607726,78333.2619725526,78528.67528873941
2023-10-18,Comp_B_ShopPulse,78603.49301555651,78497.00916550166,78701.37518941559
2023-10-20,Comp_B_ShopPulse,78784.89884024329,78690.80401092395,78886.83952400168
2023-10-22,Comp_B_ShopPulse,78974.10207277686,78867.09296257082,79067.24274665605
2023-10-24,Comp_B_ShopPulse,79164.1608553496,79064.02963716006,79267.47242840419
2023-10-26,Comp_B_ShopPulse,79322.1283614658,79215.54552713911,79427.6218624134
2023-10-27,Comp_B_ShopPulse,79423.09831838991,79319.85104994268,79522.86333610427
2023-10-28,Comp_B_ShopPulse,79512.17893645927,79410.70446834316,79613.16631154
2023-10-29,Comp_B_ShopPulse,79610.5957907288,79507.17832177262,79712.89894733905
2023-10-31,Comp_B_ShopPulse,79798.19819596951,79705.9528147556,79905.10105949135
2023-11-01,Comp_B_ShopPulse,79874.71457657422,79772.73222025314,79972.91053306562
2023-11-03,Comp_B_ShopPulse,80053.16637636145,79960.50872723821,80157.76041927327
2023-11-05,Comp_B_ShopPulse,80243.91146396875,80147.80921968516,80342.23774391784
2023-11-07,Comp_B_ShopPulse,80435.05131971175,80338.06977704978,80539.7060165189
2023-11-09,Comp_B_ShopPulse,80594.00635007148,80497.27013729734,80693.34859996135
2023-11-10,Comp_B_ShopPulse,80695.45859747144,80591.69879350101,80785.08496854673
2023-11-11,Comp_B_ShopPulse,80784.98668225136,80683.10712122663,80891.0030305146
2023-11-12,Comp_B_ShopPulse,80883.77429540848,80781.74313114856,80983.06258794897
2023-11-13,Comp_B_ShopPulse,80974.78906218603,80869.68891687221,81074.08701592384
2023-11-14,Comp_B_ShopPulse,81071.65607409526,80970.04513550222,81174.79171614295
2023-11-15,Comp_B_ShopPulse,81147.94450050007,81046.28155532503,81251.83620426268
2023-11-17,Comp_B_ShopPulse,81324.84863934101,81220.17105280588,81418.35488115881
2023-11-19,Comp_B_ShopPulse,81506.54875569651,81413.19398602431,81603.46286552027
2023-11-20,Comp_B_ShopPulse,81593.73496966253,81493.52634789584,81697.75902348876
2023-11-22,Comp_B_ShopPulse,81758.39599541914,81653.30967673722,81863.84153187863
2023-11-23,Comp_B_ShopPulse,81832.07281341276,81733.15207454587,81932.06962700441
2023-11-24,Comp_B_ShopPulse,81926.16133793144,81832.33126901861,82023.63529840703
2023-11-26,Comp_B_ShopPulse,82098.85476901068,82002.77967810968,82195.58450206276
2023-11-28,Comp_B_ShopPulse,82284.26694613817,82186.47891318287,82382.91748731268
2023-11-29,Comp_B_ShopPulse,82359.65745195995,82257.32911596668,82457.23559786701
2023-11-30,Comp_B_ShopPulse,82437.45721542033,82333.50030270203,82536.75817597193
2023-12-02,Comp_B_ShopPulse,82624.04215305872,82516.66835146493,82729.25330400866
2023-12-03,Comp_B_ShopPulse,82721.65809212154,82617.5299262668,82822.04671056237
2023-12-04,Comp_B_ShopPulse,82812.47695246468,82712.25214149599,82914.53562740266
2023-12-05,Comp_B_ShopPulse,82910.34401758434,82806.83418738672,83012.46644615263
2023-12-06,Comp_B_ShopPulse,82989.04196081986,82879.23293970709,83086.77964210277
2023-12-07,Comp_B_ShopPulse,83071.27003997659,82973.05747628864,83171.87029526342
2023-12-08,Comp_B_ShopPulse,83175.7730530512,83072.89584326008,83280.20836998316
2023-12-09,Comp_B_ShopPulse,83269.9241628155,83164.77019611314,83371.44242983028
2023-12-10,Comp_B_ShopPulse,83375.03246906013,83269.23440760706,83467.17188768879
2023-12-12,Comp_B_ShopPulse,83581.03398852062,83486.56674935468,83689.90629503278
2023-12-13,Comp_B_ShopPulse,83669.24331507889,83565.67054683075,83769.39198524733
2023-12-14,Comp_B_ShopPulse,83761.30720347403,83665.88119973608,83864.07394049208
2023-12-16,Comp_B_ShopPulse,83979.7726938079,83884.38291938869,84072.96975832568
2023-12-18,Comp_B_ShopPulse,84200.57436578232,84108.31979872136,84301.71022592891
2023-12-19,Comp_B_ShopPulse,84314.67263368603,84217.81025743565,84413.78057367737
2023-12-21,Comp_B_ShopPulse,84506.26327847633,84409.30486232403,84604.48706282918
2023-12-22,Comp_B_ShopPulse,84624.43168089082,84532.24193561799,84737.96939655219
2023-12-23,Comp_B_ShopPulse,84730.64077349195,84622.88535776593,84833.48089719615
2023-12-25,Comp_B_ShopPulse,84952.82692397645,84856.64768515225,85049.38314910272
2023-12-26,Comp_B_ShopPulse,85064.98822550754,84970.54638420923,85166.6130427115
2023-12-28,Comp_B_ShopPulse,85247.38235224523,85147.0311826356,85346.69664511843
2023-12-29,Comp_B_ShopPulse,85358.38393482173,85260.56329371942,85464.13750076955
2023-12-30,Comp_B_ShopPulse,85455.84092104525,85355.1966553994,85554.15317917266
2023-12-31,Comp_B_ShopPulse,85560.85837086258,85464.07244209705,85659.37562619825
2024-01-01,Comp_B_ShopPulse,85656.36886884805,85553.26581882131,85759.4762613263
2024-01-02,Comp_B_ShopPulse,85756.00651948694,85649.2177042685,85859.17785995224
2024-01-04,Comp_B_ShopPulse,85911.12027044973,85813.22095052159,86014.75525516634
2024-01-06,Comp_B_ShopPulse,86091.07482748256,85991.3395015088,86197.25670207065
2024-01-07,Comp_B_ShopPulse,86182.0712237494,86075.86759628392,86289.94246947348
2024-01-08,Comp_B_ShopPulse,86263.83293511822,86165.58898991933,86363.89366724252
2024-01-10,Comp_B_ShopPulse,86415.95849891954,86322.07441517104,86511.68434797293
2024-01-12,Comp_B_ShopPulse,86570.54120379752,86473.33558797653,86667.21110294346
2024-01-13,Comp_B_ShopPulse,86646.11190575734,86550.12818749264,86748.45442644664
2024-01-14,Comp_B_ShopPulse,86731.2281865893,86630.59373688961,86830.89678692631
2024-01-15,Comp_B_ShopPulse,86809.18387206446,86712.58040657196,86907.96456784035
2024-01-16,Comp_B_ShopPulse,86893.9224444109,86795.91913267713,86997.44244139046
2024-01-18,Comp_B_ShopPulse,87028.1428015227,86927.56917908872,87126.81781624573
2024-01-19,Comp_B_ShopPulse,87119.21766621647,87015.31887279822,87224.03612499774
2024-01-20,Comp_B_ShopPulse,87199.97323348103,87100.87432104016,87306.44100685598
2024-01-21,Comp_B_ShopPulse,87291.76900860699,87193.79437492555,87386.57669013354
2024-01-23,Comp_B_ShopPulse,87471.55621473372,87370.36276901915,87569.14288632586
2024-01-25,Comp_B_ShopPulse,87626.372817422,87521.91300983838,87727.2413026066
2024-01-26,Comp_B_ShopPulse,87728.45204089722,87625.28509324997,87829.65241184569
2024-01-27,Comp_B_ShopPulse,87820.34709773968,87721.6160887417,87924.40184692109
2024-01-28,Comp_B_ShopPulse,87923.16937947019,87822.78869604673,88024.25503236667
2024-01-29,Comp_B_ShopPulse,88026.27448117992,87917.73902037008,88126.29525746284
2024-01-30,Comp_B_ShopPulse,88136.69636938264,88036.00314149442,88237.37211876975
2024-01-31,Comp_B_ShopPulse,88227.87879017049,88125.65070415215,88324.26450209702
2024-02-02,Comp_B_ShopPulse,88438.0283846339,88337.40935593128,88541.87277473441
2024-02-04,Comp_B_ShopPulse,88656.57210650618,88557.121836625,88755.48452232222
2024-02-05,Comp_B_ShopPulse,88763.13373090315,88661.5532738369,88861.77782982127
2024-02-07,Comp_B_ShopPulse,88967.65474564515,88860.62933784667,89062.40407158686
2024-02-08,Comp_B_ShopPulse,89061.50375872121,88965.12450825481,89165.71347017506
2024-02-09,Comp_B_ShopPulse,89175.72507079635,89076.8293294314,89273.541362772
2024-02-10,Comp_B_ShopPulse,89277.50055360864,89170.10874896646,89378.58073217442
2024-02-11,Comp_B_ShopPulse,89387.99970489054,89288.87246521348,89482.1283979574
2024-02-13,Comp_B_ShopPulse,89597.80183948734,89501.9520445446,89700.68954580333
2024-02-14,Comp_B_ShopPulse,89684.42445844007,89585.01238623944,89782.44464856591
2024-02-16,Comp_B_ShopPulse,89881.23539105862,89782.8925604446,89985.26994921872
2024-02-18,Comp_B_ShopPulse,90082.65881194174,89981.12652909235,90187.71799493264
2024-02-20,Comp_B_ShopPulse,90283.18418638025,90181.28978513218,90385.0415230076
2024-02-21,Comp_B_ShopPulse,90364.79306709139,90265.76376314512,90467.0973612768
2024-02-23,Comp_B_ShopPulse,90553.6675746302,90459.00373204898,90650.04263945577
2024-02-24,Comp_B_ShopPulse,90647.02578833156,90542.80640825878,90750.53941971852
2024-02-25,Comp_B_ShopPulse,90750.10239477619,90647.73274942089,90853.21666988985
2024-02-27,Comp_B_ShopPulse,90948.41802890608,90841.60115979987,91046.20469047602
2024-02-28,Comp_B_ShopPulse,91031.05582422476,90930.34887052077,91127.36193132885
2024-02-29,Comp_B_ShopPulse,91116.47555352043,91013.27858968682,91213.2736401929
2024-03-02,Comp_B_ShopPulse,91318.76500571452,91216.77745299568,91414.87374690778
2024-03-03,Comp_B_ShopPulse,91424.07793075709,91317.03781906377,91522.92225251625
2024-03-04,Comp_B_ShopPulse,91522.20217966034,91425.94418261219,91619.07667581456
2024-03-06,Comp_B_ShopPulse,91711.28624408766,91607.77529304838,91809.94982890075
2024-03-07,Comp_B_ShopPulse,91798.27263097778,91696.9009537335,91900.62197104293
2024-03-08,Comp_B_ShopPulse,91906.24658874223,91805.23631149993,92003.66386727031
2024-03-10,Comp_B_ShopPulse,92107.84915394796,91999.39485203954,92202.70183731086
2024-03-11,Comp_B_ShopPulse,92205.56426557938,92108.07893660964,92305.81986896029
2024-03-12,Comp_B_ShopPulse,92309.14652637002,92211.16305230085,92415.51390591521
2024-03-13,Comp_B_ShopPulse,92402.67042165328,92312.14961196829,92504.34235513353
2024-03-15,Comp_B_ShopPulse,92614.14463031864,92511.35434515953,92716.2426423058
2024-03-17,Comp_B_ShopPulse,92830.750151743,92730.60270476446,92932.6708791441
2024-03-18,Comp_B_ShopPulse,92935.6197125891,92836.85282645958,93036.65883538332
2024-03-19,Comp_B_ShopPulse,93046.25998941966,92939.30147241488,93147.53745478191
2024-03-20,Comp_B_ShopPulse,93136.34459955325,93044.62787496789,93235.23771534364
2024-03-21,Comp_B_ShopPulse,93228.48861115985,93128.15976075234,93324.81314694195
2024-03-22,Comp_B_ShopPulse,93341.37932988408,93241.43075631358,93444.47124554201
2024-03-23,Comp_B_ShopPulse,93442.3602809422,93340.43552714813,93541.6012561898
2024-03-25,Comp_B_ShopPulse,93655.61358169238,93556.22889922962,93760.91511991115
2024-03-26,Comp_B_ShopPulse,93764.73853728878,93659.64241963628,93868.84060692157
2024-03-28,Comp_B_ShopPulse,93945.435717853,93833.43398444439,94048.50842856216
2024-03-29,Comp_B_ShopPulse,94058.28367750654,93965.49435934264,94159.17159756055
2024-03-31,Comp_B_ShopPulse,94270.76732722999,94164.60165330557,94374.0054177649
2024-04-01,Comp_B_ShopPulse,94374.64954392293,94277.02037029591,94484.87181510431
2024-04-03,Comp_B_ShopPulse,94575.22067905622,94471.98972193152,94670.63474303734
2024-04-04,Comp_B_ShopPulse,94671.43590311163,94571.86626399915,94775.90842480604
2024-04-05,Comp_B_ShopPulse,94788.6405751783,94694.27454332726,94891.59815772997
2024-04-06,Comp_B_ShopPulse,94893.99029883511,94797.60704731396,94996.21743933557
2024-04-07,Comp_B_ShopPulse,95008.58593552392,94903.10023824476,95103.83505721034
2024-04-08,Comp_B_ShopPulse,95115.30550808462,95020.40544297002,95222.61613280624
2024-04-10,Comp_B_ShopPulse,95319.18012101474,95219.07651705973,95422.3533163376
2024-04-12,Comp_B_ShopPulse,95525.23193053923,95426.03387921776,95631.0836589151
2024-04-13,Comp_B_ShopPulse,95625.37880840254,95528.5890782405,95729.00974880562
2024-04-15,Comp_B_ShopPulse,95833.25762452245,95736.02502825228,95937.9929882475
2024-04-16,Comp_B_ShopPulse,95937.49345721226,95834.10965810498,96044.36562950685
2024-04-17,Comp_B_ShopPulse,96020.02417125646,95913.69541318975,96119.45335344934
2024-04-19,Comp_B_ShopPulse,96206.16354667138,96103.69506545393,96311.90645418408
2024-04-21,Comp_B_ShopPulse,96393.26049282125,96289.14639411226,96488.37317423287
2024-04-23,Comp_B_ShopPulse,96575.6820962697,96474.70292888436,96671.44453823584
2024-04-24,Comp_B_ShopPulse,96648.1416380435,96545.65967123472,96750.30334918492
2024-04-25,Comp_B_ShopPulse,96722.11220829985,96621.44980450682,96820.3123471071
2024-04-27,Comp_B_ShopPulse,96869.76125474206,96766.20992354932,96974.82426857574
2024-04-28,Comp_B_ShopPulse,96946.84243136778,96844.08361898985,97052.5606625032
2024-04-29,Comp_B_ShopPulse,97016.5340240053,96916.3760758985,97115.72420434262
2024-04-30,Comp_B_ShopPulse,97092.78001892183,96989.29776631341,97194.36201032388
2024-05-02,Comp_B_ShopPulse,97209.4045388192,97109.40176133001,97309.70432721959
2024-05-04,Comp_B_ShopPulse,97363.07869708048,97264.09083138905,97457.57571928881
2024-05-05,Comp_B_ShopPulse,97445.72045406055,97341.51679392865,97546.7986363568
2024-05-06,Comp_B_ShopPulse,97522.55072285086,97419.52877859384,97621.5683942402
2024-05-08,Comp_B_ShopPulse,97673.90733634807,97564.96402923545,97769.83726226851
2024-05-09,Comp_B_ShopPulse,97744.75069587826,97642.92455993654,97849.2609202745
2024-05-11,Comp_B_ShopPulse,97922.47852108521,97830.01897905911,98019.13834905882
2024-05-12,Comp_B_ShopPulse,98017.74965400563,97917.0623856624,98122.77106149768
2024-05-14,Comp_B_ShopPulse,98204.50422357768,98110.70726591158,98295.80313015793
2024-05-15,Comp_B_ShopPulse,98282.96269662799,98186.65964706987,98387.25697360052
2024-05-17,Comp_B_ShopPulse,98468.916418523,98360.79109474014,98570.9600844849
2024-05-18,Comp_B_ShopPulse,98561.8225916581,98457.93622076827,98659.50938217963
2024-05-19,Comp_B_ShopPulse,98666.97219122213,98570.66149580496,98770.34716481018
2024-05-21,Comp_B_ShopPulse,98868.78887197535,98763.37872272223,98973.37256315452
2024-05-23,Comp_B_ShopPulse,99037.58987258139,98932.56843757175,99138.17368067824
2024-05-24,Comp_B_ShopPulse,99143.17139911096,99037.84693231113,99243.04162831279
2024-05-25,Comp_B_ShopPulse,99236.11088789803,99129.67699898237,99341.5158664819
2024-05-27,Comp_B_ShopPulse,99430.26096890024,99323.35476038129,99532.98177259443
2024-05-28,Comp_B_ShopPulse,99528.01316348696,99431.61882300822,99626.27493664536
2024-05-29,Comp_B_ShopPulse,99604.3673726597,99498.60787929097,99712.06309948
2024-05-30,Comp_B_ShopPulse,99681.90609952013,99581.96299438553,99778.1800787587
2024-05-31,Comp_B_ShopPulse,99779.31716860847,99669.14616426827,99883.16308486724
2024-06-01,Comp_B_ShopPulse,99863.97902404552,99766.46594631107,99966.12916054422
2024-06-03,Comp_B_ShopPulse,100042.39001790623,99934.63647259379,100142.47805827264
2024-06-04,Comp_B_ShopPulse,100133.23460691248,100028.67167979668,100236.82158180214
2024-06-06,Comp_B_ShopPulse,100276.50009767756,100180.72506667147,100383.07466859122
2024-06-08,Comp_B_ShopPulse,100453.57110945719,100350.03884216289,100558.11885915267
2024-06-09,Comp_B_ShopPulse,100546.85297973218,100446.7664148121,100653.19343084093
2024-06-10,Comp_B_ShopPulse,100633.71276240249,100526.33587912016,100727.65649111157
2024-06-12,Comp_B_ShopPulse,100803.91185948682,100706.51234206258,100898.57625300238
2024-06-14,Comp_B_ShopPulse,100986.73800048835,100895.75828975873,101086.81999083693
2024-06-16,Comp_B_ShopPulse,101184.80685307614,101081.38786370834,101287.63700529106
2024-06-17,Comp_B_ShopPulse,101284.37723948788,101183.06784517519,101383.54650208964
2024-06-18,Comp_B_ShopPulse,101392.34100074398,101300.66424395455,101497.65955480175
2024-06-20,Comp_B_ShopPulse,101576.66633782706,101480.60430914008,101681.38588417316
2024-06-21,Comp_B_ShopPulse,101693.98714603855,101585.26275191242,101796.74131052889
2024-06-23,Comp_B_ShopPulse,101919.76700828684,101819.74867088812,102019.06634657133
2024-06-24,Comp_B_ShopPulse,102032.04093762787,101930.4846700482,102134.12654178901
2024-06-25,Comp_B_ShopPulse,102151.59071373711,102039.29629092777,102251.42378521073
2024-06-26,Comp_B_ShopPulse,102251.76762875821,102154.82091746424,102356.68903236208
2024-06-27,Comp_B_ShopPulse,102354.84009657198,102252.69126172684,102459.72352907814
2024-06-29,Comp_B_ShopPulse,102591.62314771618,102490.97000566752,102690.55502626539
2024-06-30,Comp_B_ShopPulse,102713.25282787804,102617.71178631214,102813.70056258093
2024-07-01,Comp_B_ShopPulse,102826.76880677146,102727.07885085834,102921.92243613521
2024-07-03,Comp_B_ShopPulse,102989.13862271015,102894.31367809403,103097.05001391722
2024-07-04,Comp_B_ShopPulse,103060.7421916229,102957.53770281901,103162.7102187562
2024-07-06,Comp_B_ShopPulse,103229.62264395342,103123.89912618275,103331.66456333564
2024-07-08,Comp_B_ShopPulse,103391.44254353759,103291.47898238509,103491.51654946386
2024-07-09,Comp_B_ShopPulse,103472.11413227397,103368.42520626451,103582.57023824245
2024-07-11,Comp_B_ShopPulse,103590.15904020284,103492.35592948808,103683.45289595732
2024-07-12,Comp_B_ShopPulse,103668.83366446504,103565.62514936562,103773.87789644163
2024-07-13,Comp_B_ShopPulse,103734.21841005934,103638.26260887178,103834.2972531147
2024-07-15,Comp_B_ShopPulse,103872.37334108527,103777.05185375354,103976.2020544654
2024-07-16,Comp_B_ShopPulse,103942.16218396662,103845.56930952269,104051.39533496507
2024-07-18,Comp_B_ShopPulse,104041.16027153298,103937.18227397822,104132.27298726293
2024-07-19,Comp_B_ShopPulse,104111.90981923661,104013.9749494248,104212.5120484422
2024-07-20,Comp_B_ShopPulse,104170.5406399322,104065.46378076008,104286.1595744835
2024-07-21,Comp_B_ShopPulse,104238.45199112664,104144.62718931037,104338.16907847968
2024-07-23,Comp_B_ShopPulse,104365.46750140833,104268.22368385535,104459.97202007804
2024-07-24,Comp_B_ShopPulse,104412.14313050357,104310.85194199476,104513.84515500382
2024-07-25,Comp_B_ShopPulse,104479.56723016674,104377.79766666886,104583.9482831389
2024-07-27,Comp_B_ShopPulse,104645.90298855417,104546.13292018241,104744.11045037153
2024-07-29,Comp_B_ShopPulse,104813.92906620401,104709.06804659258,104913.21844122352
2024-07-31,Comp_B_ShopPulse,104968.65430421208,104868.29055463008,105068.96333276216
2024-08-01,Comp_B_ShopPulse,105038.98541851008,104942.32869876256,105135.24404031903
2024-08-03,Comp_B_ShopPulse,105211.03485986432,105104.90195599612,105318.94881940403
2024-08-05,Comp_B_ShopPulse,105383.96850566665,105282.98771100299,105487.5408289764
2024-08-07,Comp_B_ShopPulse,105542.26277574379,105438.8161828597,105643.60687999576
2024-08-09,Comp_B_ShopPulse,105706.36399831166,105602.17222249683,105805.29039506362
2024-08-10,Comp_B_ShopPulse,105787.1826326202,105684.97730656799,105885.29841192673
2024-08-12,Comp_B_ShopPulse,105960.28018112632,105864.73509597135,106058.57184197324
2024-08-14,Comp_B_ShopPulse,106118.14435688015,106018.19530823291,106225.13815895637
2024-08-15,Comp_B_ShopPulse,106189.47109682151,106082.96043153931,106289.97741091337
2024-08-17,Comp_B_ShopPulse,106362.88605630366,106260.82410256924,106472.72587656057
2024-08-18,Comp_B_ShopPulse,106453.61674963523,106355.56694245138,106547.91979864641
2024-08-20,Comp_B_ShopPulse,106627.49202652257,106527.78781978792,106726.5818978091
2024-08-21,Comp_B_ShopPulse,106698.10649679025,106597.90458129217,106803.31523924635
2024-08-23,Comp_B_ShopPulse,106866.9782469428,106760.01590127635,106967.21363002191
2024-08-24,Comp_B_ShopPulse,106951.24741744572,106845.02231233404,107051.32734615888
2024-08-25,Comp_B_ShopPulse,107045.78635675291,106949.46539258436,107140.75653093834
2024-08-27,Comp_B_ShopPulse,107228.50150279875,107129.32731162896,107333.84694539547
2024-08-29,Comp_B_ShopPulse,107382.61328794676,107274.08325590918,107489.72370087024
2024-08-30,Comp_B_ShopPulse,107482.95894560595,107386.84155496024,107580.53153674086
2024-08-31,Comp_B_ShopPulse,107572.2189433571,107469.73659860768,107674.81367458728
2024-09-02,Comp_B_ShopPulse,107763.81727237567,107662.69230018923,107863.01774584143
2024-09-03,Comp_B_ShopPulse,107862.62913153457,107759.30564250884,107968.3049473879
2024-09-04,Comp_B_ShopPulse,107941.4636309612,107836.38679199455,108043.1574943172
2024-09-05,Comp_B_ShopPulse,108022.73569844429,107923.29735131728,108120.90713968166
2024-09-06,Comp_B_ShopPulse,108124.91782589146,108028.36316125614,108227.76833963474
2024-09-07,Comp_B_ShopPulse,108215.13068046168,108119.83282318377,108316.4799101707
2024-09-09,Comp_B_ShopPulse,108405.78030521728,108303.65433531723,108512.43849321565
2024-09-11,Comp_B_ShopPulse,108578.57329655957,108471.26612179744,108671.84249837197
2024-09-13,Comp_B_ShopPulse,108753.50630242795,108657.63713745812,108851.2694723051
2024-09-15,Comp_B_ShopPulse,108931.4897069597,108825.10464175914,109030.07337959862
2024-09-16,Comp_B_ShopPulse,109016.18811123674,108917.09179992868,109119.58642820014
2024-09-17,Comp_B_ShopPulse,109106.06065651623,109002.21830840346,109216.80102855717
2024-09-19,Comp_B_ShopPulse,109244.96546374077,109141.97474967156,109347.6584250557
2024-09-20,Comp_B_ShopPulse,109335.33445335072,109233.00319967521,109439.2329854388
2024-09-22,Comp_B_ShopPulse,109500.1278296082,109402.02702072202,109594.83688827453
2024-09-24,Comp_B_ShopPulse,109663.97482357512,109563.90543188238,109762.07259168221
2024-09-25,Comp_B_ShopPulse,109728.600240155,109627.84223360279,109823.16748073213
2024-09-27,Comp_B_ShopPulse,109884.03840059951,109787.17623932546,109981.69371858414
2024-09-28,Comp_B_ShopPulse,109961.08626337447,109862.76245005653,110059.53606312926
2024-09-30,Comp_B_ShopPulse,110128.63713432496,110014.07036128304,110228.59848275808
2024-10-02,Comp_B_ShopPulse,110284.46884853546,110185.83486249452,110391.2856267315
