Competitor_handle,ds,follower_count,avg_engagement_rate
Comp_A_RetailFusion,2024-12-08,112963.0,0.006
Comp_A_RetailFusion,2024-12-09,113097.0,0.01
Comp_A_RetailFusion,2024-12-10,113186.0,0.022
Comp_A_RetailFusion,2024-12-11,113304.0,0.0076
Comp_A_RetailFusion,2024-12-13,113391.0,0.0178
Comp_A_RetailFusion,2024-12-15,113532.0,0.0058
Comp_A_RetailFusion,2024-12-17,113677.0,0.0208
Comp_A_RetailFusion,2024-12-19,113876.0,0.0206
Comp_A_RetailFusion,2024-12-21,114000.0,0.0155
Comp_A_RetailFusion,2024-12-22,114120.0,0.019
Comp_A_RetailFusion,2024-12-23,114251.0,0.0204
Comp_A_RetailFusion,2024-12-24,114435.0,0.0162
Comp_A_RetailFusion,2024-12-26,114545.0,0.0213
Comp_A_RetailFusion,2024-12-28,114772.0,0.0067
Comp_A_RetailFusion,2024-12-29,114802.0,0.0093
Comp_A_RetailFusion,2024-12-31,114860.0,0.0076
Comp_A_RetailFusion,2025-01-01,115036.0,0.0188
Comp_A_RetailFusion,2025-01-02,115202.0,0.0179
Comp_A_RetailFusion,2025-01-04,115365.0,0.0159
Comp_A_RetailFusion,2025-01-05,115423.0,0.0076
Comp_A_RetailFusion,2025-01-07,115583.0,0.012
Comp_A_RetailFusion,2025-01-09,115657.5,0.0208
Comp_A_RetailFusion,2025-01-10,115742.0,0.0077
Comp_A_RetailFusion,2025-01-12,115880.5,0.0059
Comp_A_RetailFusion,2025-01-14,116009.5,0.0217
Comp_A_RetailFusion,2025-01-15,116106.5,0.0095
Comp_A_RetailFusion,2025-01-17,116178.0,0.009
Comp_A_RetailFusion,2025-01-18,116304.0,0.0077
Comp_A_RetailFusion,2025-01-20,116434.5,0.0067
Comp_A_RetailFusion,2025-01-22,116599.0,0.0152
Comp_A_RetailFusion,2025-01-23,116661.5,0.0209
Comp_A_RetailFusion,2025-01-25,116797.0,0.0191
Comp_A_RetailFusion,2025-01-26,116949.5,0.0219
Comp_A_RetailFusion,2025-01-27,117029.5,0.0208
Comp_B_ShopPulse,2023-01-03,54434.0,0.0156
Comp_B_ShopPulse,2023-01-05,54502.0,0.0188
Comp_B_ShopPulse,2023-01-07,54589.0,0.01
Comp_B_ShopPulse,2023-01-09,54710.5,0.0143
Comp_B_ShopPulse,2023-01-10,54885.5,0.0143
Comp_B_ShopPulse,2023-01-12,55051.0,0.0177
Comp_B_ShopPulse,2023-01-14,55095.0,0.0074
Comp_B_ShopPulse,2023-01-16,55279.5,0.0066
Comp_B_ShopPulse,2023-01-18,55457.5,0.0061
Comp_B_ShopPulse,2023-01-20,55613.5,0.0198
Comp_B_ShopPulse,2023-01-22,55710.0,0.0192
Comp_B_ShopPulse,2023-01-23,55854.0,0.009
Comp_B_ShopPulse,2023-01-24,55983.0,0.0114
Comp_B_ShopPulse,2023-01-26,56097.0,0.0146
Comp_B_ShopPulse,2023-01-28,56222.5,0.0199
Comp_B_ShopPulse,2023-01-30,56347.5,0.0223
Comp_B_ShopPulse,2023-02-01,56435.5,0.0212
Comp_B_ShopPulse,2023-02-03,56632.5,0.0071
Comp_B_ShopPulse,2023-02-04,56796.5,0.0093
Comp_B_ShopPulse,2023-02-05,56960.5,0.0144
Comp_B_ShopPulse,2023-02-06,57064.5,0.0152
Comp_B_ShopPulse,2023-02-07,57229.5,0.0125
Comp_B_ShopPulse,2023-02-08,57323.5,0.0223
Comp_B_ShopPulse,2023-02-10,57390.5,0.0159
Comp_B_ShopPulse,2023-02-11,57545.5,0.0201
Comp_B_ShopPulse,2023-02-12,57675.5,0.0158
Comp_B_ShopPulse,2023-02-13,57792.5,0.0118
Comp_B_ShopPulse,2023-02-15,57908.5,0.0179
Comp_B_ShopPulse,2023-02-16,58102.5,0.021
Comp_B_ShopPulse,2023-02-18,58157.5,0.0089
Comp_B_ShopPulse,2023-02-20,58303.5,0.0131
Comp_B_ShopPulse,2023-02-22,58399.5,0.0101
Comp_B_ShopPulse,2023-02-23,58455.5,0.0211
Comp_B_ShopPulse,2023-02-24,58553.5,0.0091
Comp_B_ShopPulse,2023-02-25,58702.5,0.012
Comp_B_ShopPulse,2023-02-27,58861.5,0.0197
Comp_B_ShopPulse,2023-02-28,59003.5,0.0095
Comp_B_ShopPulse,2023-03-02,59114.5,0.013
Comp_B_ShopPulse,2023-03-03,59309.5,0.0059
Comp_B_ShopPulse,2023-03-04,59458.5,0.0123
Comp_B_ShopPulse,2023-03-05,59493.5,0.0165
Comp_B_ShopPulse,2023-03-06,59721.5,0.0127
Comp_B_ShopPulse,2023-03-07,59869.5,0.0076
Comp_B_ShopPulse,2023-03-09,59954.5,0.0209
Comp_B_ShopPulse,2023-03-11,60131.5,0.0133
Comp_B_ShopPulse,2023-03-12,60343.5,0.0156
Comp_B_ShopPulse,2023-03-14,60460.5,0.0105
Comp_B_ShopPulse,2023-03-16,60639.5,0.0132
Comp_B_ShopPulse,2023-03-18,60738.5,0.0195
Comp_B_ShopPulse,2023-03-19,60944.5,0.0112
Comp_B_ShopPulse,2023-03-21,61005.5,0.0199
Comp_B_ShopPulse,2023-03-23,61074.5,0.0145
Comp_B_ShopPulse,2023-03-25,61266.5,0.0064
Comp_B_ShopPulse,2023-03-26,61363.5,0.0104
Comp_B_ShopPulse,2023-03-27,61424.5,0.0142
Comp_B_ShopPulse,2023-03-28,61501.5,0.0187
Comp_B_ShopPulse,2023-03-29,61635.5,0.0171
Comp_B_ShopPulse,2023-03-31,61751.5,0.0188
Comp_B_ShopPulse,2023-04-02,61973.5,0.0079
Comp_B_ShopPulse,2023-04-03,62096.5,0.0196
Comp_B_ShopPulse,2023-04-05,62189.5,0.0172
Comp_B_ShopPulse,2023-04-06,62330.5,0.0182
Comp_B_ShopPulse,2023-04-07,62477.5,0.0093
Comp_B_ShopPulse,2023-04-09,62574.5,0.009
Comp_B_ShopPulse,2023-04-11,62720.5,0.0077
Comp_B_ShopPulse,2023-04-12,62781.5,0.0132
Comp_B_ShopPulse,2023-04-13,62846.5,0.0124
Comp_B_ShopPulse,2023-04-14,62872.5,0.014
Comp_B_ShopPulse,2023-04-15,63041.5,0.0163
Comp_B_ShopPulse,2023-04-17,63087.5,0.0152
Comp_B_ShopPulse,2023-04-19,63166.5,0.0204
Comp_B_ShopPulse,2023-04-20,63319.5,0.0109
Comp_B_ShopPulse,2023-04-22,63427.5,0.0216
Comp_B_ShopPulse,2023-04-23,63505.5,0.0065
Comp_B_ShopPulse,2023-04-25,63614.5,0.0138
Comp_B_ShopPulse,2023-04-27,63846.5,0.009
Comp_B_ShopPulse,2023-04-29,63992.5,0.0078
Comp_B_ShopPulse,2023-04-30,64178.5,0.0101
Comp_B_ShopPulse,2023-05-01,64260.5,0.0189
Comp_B_ShopPulse,2023-05-02,64309.5,0.011
Comp_B_ShopPulse,2023-05-03,64364.5,0.0101
Comp_B_ShopPulse,2023-05-05,64389.5,0.0221
Comp_B_ShopPulse,2023-05-07,64477.5,0.0215
Comp_B_ShopPulse,2023-05-09,64609.5,0.0172
Comp_B_ShopPulse,2023-05-11,64840.5,0.0218
Comp_B_ShopPulse,2023-05-12,64949.5,0.0167
Comp_B_ShopPulse,2023-05-13,65061.5,0.0117
Comp_B_ShopPulse,2023-05-15,65115.5,0.0198
Comp_B_ShopPulse,2023-05-16,65228.5,0.0067
Comp_B_ShopPulse,2023-05-17,65366.5,0.0086
Comp_B_ShopPulse,2023-05-18,65575.5,0.021
Comp_B_ShopPulse,2023-05-19,65636.5,0.0131
Comp_B_ShopPulse,2023-05-21,65804.5,0.0126
Comp_B_ShopPulse,2023-05-22,65971.5,0.0082
Comp_B_ShopPulse,2023-05-23,66107.5,0.0167
Comp_B_ShopPulse,2023-05-24,66199.5,0.0127
Comp_B_ShopPulse,2023-05-25,66283.5,0.0059
Comp_B_ShopPulse,2023-05-27,66339.5,0.0071
Comp_B_ShopPulse,2023-05-28,66443.5,0.0191
Comp_B_ShopPulse,2023-05-30,66573.5,0.0205
Comp_B_ShopPulse,2023-06-01,66638.5,0.0138
Comp_B_ShopPulse,2023-06-03,66680.5,0.0174
Comp_B_ShopPulse,2023-06-04,66812.5,0.009
Comp_B_ShopPulse,2023-06-06,66877.5,0.016
Comp_B_ShopPulse,2023-06-07,67024.5,0.0185
Comp_B_ShopPulse,2023-06-09,67130.5,0.007
Comp_B_ShopPulse,2023-06-11,67264.5,0.0074
Comp_B_ShopPulse,2023-06-12,67509.5,0.008
Comp_B_ShopPulse,2023-06-14,67689.5,0.0116
Comp_B_ShopPulse,2023-06-15,67745.5,0.0144
Comp_B_ShopPulse,2023-06-16,67799.5,0.0204
Comp_B_ShopPulse,2023-06-17,67966.5,0.0181
Comp_B_ShopPulse,2023-06-19,68030.5,0.0228
Comp_B_ShopPulse,2023-06-20,68150.5,0.0197
Comp_B_ShopPulse,2023-06-22,68285.5,0.0058
Comp_B_ShopPulse,2023-06-23,68430.5,0.0093
Comp_B_ShopPulse,2023-06-25,68561.5,0.0188
Comp_B_ShopPulse,2023-06-26,68695.5,0.0124
Comp_B_ShopPulse,2023-06-28,68848.5,0.0086
Comp_B_ShopPulse,2023-06-30,68989.5,0.0196
Comp_B_ShopPulse,2023-07-01,69183.5,0.0106
Comp_B_ShopPulse,2023-07-02,69273.5,0.0164
Comp_B_ShopPulse,2023-07-04,69380.5,0.0087
Comp_B_ShopPulse,2023-07-05,69535.5,0.0095
Comp_B_ShopPulse,2023-07-06,69647.5,0.011
Comp_B_ShopPulse,2023-07-07,69777.5,0.0168
Comp_B_ShopPulse,2023-07-08,69964.0,0.0121
Comp_B_ShopPulse,2023-07-09,70108.0,0.0092
Comp_B_ShopPulse,2023-07-10,70233.0,0.0142
Comp_B_ShopPulse,2023-07-11,70337.5,0.0111
Comp_B_ShopPulse,2023-07-12,70456.0,0.0116
Comp_B_ShopPulse,2023-07-14,70567.5,0.0099
Comp_B_ShopPulse,2023-07-16,70711.5,0.0082
Comp_B_ShopPulse,2023-07-18,70795.0,0.0183
Comp_B_ShopPulse,2023-07-20,70878.0,0.0152
Comp_B_ShopPulse,2023-07-22,71047.0,0.0144
Comp_B_ShopPulse,2023-07-23,71162.5,0.0083
Comp_B_ShopPulse,2023-07-24,71304.5,0.0131
Comp_B_ShopPulse,2023-07-25,71435.5,0.01
Comp_B_ShopPulse,2023-07-27,71561.0,0.0108
Comp_B_ShopPulse,2023-07-29,71681.0,0.0075
Comp_B_ShopPulse,2023-07-30,71788.0,0.0089
Comp_B_ShopPulse,2023-07-31,71868.0,0.012
Comp_B_ShopPulse,2023-08-01,72050.0,0.018
Comp_B_ShopPulse,2023-08-03,72121.0,0.0208
Comp_B_ShopPulse,2023-08-05,72286.0,0.0186
Comp_B_ShopPulse,2023-08-06,72324.0,0.007
Comp_B_ShopPulse,2023-08-08,72436.0,0.0126
Comp_B_ShopPulse,2023-08-10,72562.0,0.013
Comp_B_ShopPulse,2023-08-11,72664.0,0.0215
Comp_B_ShopPulse,2023-08-12,72752.0,0.0126
Comp_B_ShopPulse,2023-08-13,72806.0,0.0138
Comp_B_ShopPulse,2023-08-14,72882.0,0.012
Comp_B_ShopPulse,2023-08-16,73114.0,0.0131
Comp_B_ShopPulse,2023-08-18,73172.0,0.0236
Comp_B_ShopPulse,2023-08-20,73271.0,0.0105
Comp_B_ShopPulse,2023-08-21,73461.0,0.0087
Comp_B_ShopPulse,2023-08-23,73559.0,0.0107
Comp_B_ShopPulse,2023-08-24,73653.0,0.0163
Comp_B_ShopPulse,2023-08-25,73709.0,0.0204
Comp_B_ShopPulse,2023-08-27,73770.0,0.0136
Comp_B_ShopPulse,2023-08-28,73953.0,0.0109
Comp_B_ShopPulse,2023-08-29,74060.0,0.0217
Comp_B_ShopPulse,2023-08-30,74221.0,0.0104
Comp_B_ShopPulse,2023-08-31,74287.0,0.0119
Comp_B_ShopPulse,2023-09-01,74462.0,0.0123
Comp_B_ShopPulse,2023-09-02,74595.0,0.0066
Comp_B_ShopPulse,2023-09-03,74730.0,0.0083
Comp_B_ShopPulse,2023-09-04,74870.0,0.0116
Comp_B_ShopPulse,2023-09-06,75006.0,0.0138
Comp_B_ShopPulse,2023-09-07,75245.0,0.0154
Comp_B_ShopPulse,2023-09-09,75481.0,0.0202
Comp_B_ShopPulse,2023-09-10,75559.0,0.0109
Comp_B_ShopPulse,2023-09-11,75740.0,0.0191
Comp_B_ShopPulse,2023-09-12,75931.0,0.0149
Comp_B_ShopPulse,2023-09-13,76011.0,0.023
Comp_B_ShopPulse,2023-09-15,76135.0,0.0074
Comp_B_ShopPulse,2023-09-16,76236.0,0.0133
Comp_B_ShopPulse,2023-09-18,76353.0,0.02
Comp_B_ShopPulse,2023-09-20,76478.0,0.0211
Comp_B_ShopPulse,2023-09-21,76578.0,0.0166
Comp_B_ShopPulse,2023-09-22,76659.0,0.0068
Comp_B_ShopPulse,2023-09-23,76716.0,0.0097
Comp_B_ShopPulse,2023-09-24,76873.0,0.0205
Comp_B_ShopPulse,2023-09-26,76994.0,0.0171
Comp_B_ShopPulse,2023-09-28,77110.0,0.0102
Comp_B_ShopPulse,2023-09-30,77218.0,0.0143
Comp_B_ShopPulse,2023-10-01,77339.0,0.0091
Comp_B_ShopPulse,2023-10-03,77471.0,0.0089
Comp_B_ShopPulse,2023-10-05,77575.0,0.0193
Comp_B_ShopPulse,2023-10-07,77688.0,0.0131
Comp_B_ShopPulse,2023-10-08,77752.0,0.0126
Comp_B_ShopPulse,2023-10-10,77908.0,0.0216
Comp_B_ShopPulse,2023-10-11,78022.0,0.0084
Comp_B_ShopPulse,2023-10-12,78052.0,0.0181
Comp_B_ShopPulse,2023-10-14,78146.0,0.0197
Comp_B_ShopPulse,2023-10-16,78322.0,0.0161
Comp_B_ShopPulse,2023-10-18,78468.0,0.014
Comp_B_ShopPulse,2023-10-20,78686.0,0.009
Comp_B_ShopPulse,2023-10-22,78846.0,0.0069
Comp_B_ShopPulse,2023-10-24,79026.0,0.0096
Comp_B_ShopPulse,2023-10-26,79165.0,0.0061
Comp_B_ShopPulse,2023-10-27,79369.0,0.023
Comp_B_ShopPulse,2023-10-28,79538.0,0.0162
Comp_B_ShopPulse,2023-10-29,79650.0,0.0141
Comp_B_ShopPulse,2023-10-31,79837.0,0.0181
Comp_B_ShopPulse,2023-11-01,79989.0,0.0217
Comp_B_ShopPulse,2023-11-03,80198.0,0.0183
Comp_B_ShopPulse,2023-11-05,80244.0,0.0118
Comp_B_ShopPulse,2023-11-07,80288.0,0.0075
Comp_B_ShopPulse,2023-11-09,80439.0,0.0168
Comp_B_ShopPulse,2023-11-10,80642.0,0.0122
Comp_B_ShopPulse,2023-11-11,80815.0,0.0075
Comp_B_ShopPulse,2023-11-12,80986.0,0.0136
Comp_B_ShopPulse,2023-11-13,81070.0,0.0098
Comp_B_ShopPulse,2023-11-14,81127.0,0.0129
Comp_B_ShopPulse,2023-11-15,81330.0,0.0098
Comp_B_ShopPulse,2023-11-17,81508.0,0.0214
Comp_B_ShopPulse,2023-11-19,81579.0,0.008
Comp_B_ShopPulse,2023-11-20,81695.0,0.0213
Comp_B_ShopPulse,2023-11-22,81819.0,0.0215
Comp_B_ShopPulse,2023-11-23,81949.0,0.0146
Comp_B_ShopPulse,2023-11-24,81964.0,0.0128
Comp_B_ShopPulse,2023-11-26,82017.0,0.0101
Comp_B_ShopPulse,2023-11-28,82144.0,0.0092
Comp_B_ShopPulse,2023-11-29,82217.0,0.0207
Comp_B_ShopPulse,2023-11-30,82269.0,0.019
Comp_B_ShopPulse,2023-12-02,82436.0,0.0102
Comp_B_ShopPulse,2023-12-03,82586.0,0.0124
Comp_B_ShopPulse,2023-12-04,82723.0,0.0151
Comp_B_ShopPulse,2023-12-05,82883.0,0.0154
Comp_B_ShopPulse,2023-12-06,82986.0,0.0177
Comp_B_ShopPulse,2023-12-07,83086.0,0.0106
Comp_B_ShopPulse,2023-12-08,83246.0,0.0074
Comp_B_ShopPulse,2023-12-09,83306.0,0.0121
Comp_B_ShopPulse,2023-12-10,83511.0,0.0202
Comp_B_ShopPulse,2023-12-12,83627.0,0.0176
Comp_B_ShopPulse,2023-12-13,83694.0,0.0072
Comp_B_ShopPulse,2023-12-14,83881.0,0.0069
Comp_B_ShopPulse,2023-12-16,84090.0,0.0062
Comp_B_ShopPulse,2023-12-18,84177.0,0.0107
Comp_B_ShopPulse,2023-12-19,84342.0,0.0222
Comp_B_ShopPulse,2023-12-21,84489.0,0.0186
Comp_B_ShopPulse,2023-12-22,84665.0,0.0104
Comp_B_ShopPulse,2023-12-23,84811.0,0.0148
Comp_B_ShopPulse,2023-12-25,84848.0,0.0125
Comp_B_ShopPulse,2023-12-26,84956.0,0.0182
Comp_B_ShopPulse,2023-12-28,85062.0,0.0152
Comp_B_ShopPulse,2023-12-29,85227.0,0.0222
Comp_B_ShopPulse,2023-12-30,85415.0,0.0114
Comp_B_ShopPulse,2023-12-31,85583.0,0.0081
Comp_B_ShopPulse,2024-01-01,85713.5,0.0177
Comp_B_ShopPulse,2024-01-02,85769.5,0.0094
Comp_B_ShopPulse,2024-01-04,85959.0,0.0125
Comp_B_ShopPulse,2024-01-06,86057.0,0.0177
Comp_B_ShopPulse,2024-01-07,86228.0,0.0171
Comp_B_ShopPulse,2024-01-08,86311.5,0.0198
Comp_B_ShopPulse,2024-01-10,86433.5,0.0198
Comp_B_ShopPulse,2024-01-12,86610.5,0.0227
Comp_B_ShopPulse,2024-01-13,86658.5,0.0152
Comp_B_ShopPulse,2024-01-14,86757.0,0.0142
Comp_B_ShopPulse,2024-01-15,86877.0,0.0164
Comp_B_ShopPulse,2024-01-16,86941.5,0.0066
Comp_B_ShopPulse,2024-01-18,87008.0,0.0068
Comp_B_ShopPulse,2024-01-19,87132.0,0.0181
Comp_B_ShopPulse,2024-01-20,87279.0,0.0181
Comp_B_ShopPulse,2024-01-21,87388.5,0.0062
Comp_B_ShopPulse,2024-01-23,87491.0,0.0079
Comp_B_ShopPulse,2024-01-25,87532.5,0.0183
Comp_B_ShopPulse,2024-01-26,87638.0,0.0177
Comp_B_ShopPulse,2024-01-27,87680.5,0.01
Comp_B_ShopPulse,2024-01-28,87842.0,0.0177
Comp_B_ShopPulse,2024-01-29,87959.5,0.0094
Comp_B_ShopPulse,2024-01-30,88136.5,0.0113
Comp_B_ShopPulse,2024-01-31,88324.0,0.0152
Comp_B_ShopPulse,2024-02-02,88429.0,0.0079
Comp_B_ShopPulse,2024-02-04,88527.0,0.0194
Comp_B_ShopPulse,2024-02-05,88741.0,0.0152
Comp_B_ShopPulse,2024-02-07,88870.0,0.0081
Comp_B_ShopPulse,2024-02-08,89029.0,0.022
Comp_B_ShopPulse,2024-02-09,89182.0,0.0134
Comp_B_ShopPulse,2024-02-10,89317.0,0.0141
Comp_B_ShopPulse,2024-02-11,89524.0,0.0086
Comp_B_ShopPulse,2024-02-13,89712.0,0.0081
Comp_B_ShopPulse,2024-02-14,89820.0,0.0182
Comp_B_ShopPulse,2024-02-16,89986.0,0.0179
Comp_B_ShopPulse,2024-02-18,90180.0,0.0059
Comp_B_ShopPulse,2024-02-20,90269.0,0.021
Comp_B_ShopPulse,2024-02-21,90373.0,0.0074
Comp_B_ShopPulse,2024-02-23,90548.0,0.0075
Comp_B_ShopPulse,2024-02-24,90632.0,0.0227
Comp_B_ShopPulse,2024-02-25,90710.0,0.0114
Comp_B_ShopPulse,2024-02-27,90864.0,0.0079
Comp_B_ShopPulse,2024-02-28,90950.0,0.0072
Comp_B_ShopPulse,2024-02-29,91032.0,0.0103
Comp_B_ShopPulse,2024-03-02,91215.0,0.0216
Comp_B_ShopPulse,2024-03-03,91354.0,0.0219
Comp_B_ShopPulse,2024-03-04,91511.0,0.0173
Comp_B_ShopPulse,2024-03-06,91710.0,0.0163
Comp_B_ShopPulse,2024-03-07,91913.0,0.0198
Comp_B_ShopPulse,2024-03-08,91982.0,0.0216
Comp_B_ShopPulse,2024-03-10,92137.0,0.015
Comp_B_ShopPulse,2024-03-11,92199.0,0.0125
Comp_B_ShopPulse,2024-03-12,92266.0,0.0221
Comp_B_ShopPulse,2024-03-13,92366.0,0.0055
Comp_B_ShopPulse,2024-03-15,92568.0,0.0073
Comp_B_ShopPulse,2024-03-17,92744.0,0.016
Comp_B_ShopPulse,2024-03-18,92895.0,0.0182
Comp_B_ShopPulse,2024-03-19,93066.0,0.0114
Comp_B_ShopPulse,2024-03-20,93188.0,0.0168
Comp_B_ShopPulse,2024-03-21,93325.0,0.0157
Comp_B_ShopPulse,2024-03-22,93470.0,0.0232
Comp_B_ShopPulse,2024-03-23,93543.0,0.0088
Comp_B_ShopPulse,2024-03-25,93673.0,0.0102
Comp_B_ShopPulse,2024-03-26,93793.0,0.0089
Comp_B_ShopPulse,2024-03-28,93920.0,0.0195
Comp_B_ShopPulse,2024-03-29,94057.0,0.0068
Comp_B_ShopPulse,2024-03-31,94150.0,0.0063
Comp_B_ShopPulse,2024-04-01,94244.0,0.017
Comp_B_ShopPulse,2024-04-03,94344.0,0.0162
Comp_B_ShopPulse,2024-04-04,94534.0,0.0066
Comp_B_ShopPulse,2024-04-05,94669.0,0.0206
Comp_B_ShopPulse,2024-04-06,94872.0,0.0194
Comp_B_ShopPulse,2024-04-07,95064.0,0.022
Comp_B_ShopPulse,2024-04-08,95299.0,0.0069
Comp_B_ShopPulse,2024-04-10,95387.0,0.0176
Comp_B_ShopPulse,2024-04-12,95600.0,0.0139
Comp_B_ShopPulse,2024-04-13,95709.0,0.0229
Comp_B_ShopPulse,2024-04-15,95909.0,0.0151
Comp_B_ShopPulse,2024-04-16,96098.0,0.0211
Comp_B_ShopPulse,2024-04-17,96199.0,0.0185
Comp_B_ShopPulse,2024-04-19,96249.0,0.0138
Comp_B_ShopPulse,2024-04-21,96413.0,0.0186
Comp_B_ShopPulse,2024-04-23,96459.0,0.0086
Comp_B_ShopPulse,2024-04-24,96520.0,0.0167
Comp_B_ShopPulse,2024-04-25,96676.0,0.0127
Comp_B_ShopPulse,2024-04-27,96760.0,0.0076
Comp_B_ShopPulse,2024-04-28,96846.0,0.0077
Comp_B_ShopPulse,2024-04-29,97025.0,0.0122
Comp_B_ShopPulse,2024-04-30,97204.0,0.0083
Comp_B_ShopPulse,2024-05-02,97295.0,0.0196
Comp_B_ShopPulse,2024-05-04,97368.0,0.0172
Comp_B_ShopPulse,2024-05-05,97491.0,0.0213
Comp_B_ShopPulse,2024-05-06,97598.0,0.0057
Comp_B_ShopPulse,2024-05-08,97665.0,0.0179
Comp_B_ShopPulse,2024-05-09,97757.0,0.019
Comp_B_ShopPulse,2024-05-11,97818.0,0.0115
Comp_B_ShopPulse,2024-05-12,98042.0,0.0214
Comp_B_ShopPulse,2024-05-14,98165.0,0.0177
Comp_B_ShopPulse,2024-05-15,98301.0,0.0063
Comp_B_ShopPulse,2024-05-17,98366.0,0.0122
Comp_B_ShopPulse,2024-05-18,98500.0,0.0147
Comp_B_ShopPulse,2024-05-19,98707.0,0.0146
Comp_B_ShopPulse,2024-05-21,98802.0,0.0094
Comp_B_ShopPulse,2024-05-23,98982.0,0.0184
Comp_B_ShopPulse,2024-05-24,99119.0,0.0192
Comp_B_ShopPulse,2024-05-25,99271.0,0.0122
Comp_B_ShopPulse,2024-05-27,99445.0,0.0188
Comp_B_ShopPulse,2024-05-28,99647.0,0.0204
Comp_B_ShopPulse,2024-05-29,99702.0,0.0083
Comp_B_ShopPulse,2024-05-30,99768.0,0.0193
Comp_B_ShopPulse,2024-05-31,99781.0,0.0076
Comp_B_ShopPulse,2024-06-01,99870.0,0.0211
Comp_B_ShopPulse,2024-06-03,99941.0,0.0094
Comp_B_ShopPulse,2024-06-04,100056.0,0.0059
Comp_B_ShopPulse,2024-06-06,100160.0,0.0063
Comp_B_ShopPulse,2024-06-08,100336.0,0.0079
Comp_B_ShopPulse,2024-06-09,100512.0,0.0144
Comp_B_ShopPulse,2024-06-10,100727.0,0.0092
Comp_B_ShopPulse,2024-06-12,100893.0,0.0126
Comp_B_ShopPulse,2024-06-14,101012.0,0.0208
Comp_B_ShopPulse,2024-06-16,101138.0,0.0179
Comp_B_ShopPulse,2024-06-17,101324.0,0.008
Comp_B_ShopPulse,2024-06-18,101482.0,0.0088
Comp_B_ShopPulse,2024-06-20,101527.0,0.0142
Comp_B_ShopPulse,2024-06-21,101637.0,0.0096
Comp_B_ShopPulse,2024-06-23,101820.0,0.0086
Comp_B_ShopPulse,2024-06-24,102059.0,0.0154
Comp_B_ShopPulse,2024-06-25,102131.0,0.0066
Comp_B_ShopPulse,2024-06-26,102309.0,0.0098
Comp_B_ShopPulse,2024-06-27,102438.0,0.0188
Comp_B_ShopPulse,2024-06-29,102631.0,0.0099
Comp_B_ShopPulse,2024-06-30,102793.0,0.0115
Comp_B_ShopPulse,2024-07-01,102899.0,0.0059
Comp_B_ShopPulse,2024-07-03,102968.0,0.013
Comp_B_ShopPulse,2024-07-04,103114.0,0.0055
Comp_B_ShopPulse,2024-07-06,103246.0,0.0205
Comp_B_ShopPulse,2024-07-08,103309.0,0.0154
Comp_B_ShopPulse,2024-07-09,103447.0,0.0079
Comp_B_ShopPulse,2024-07-11,103552.5,0.0231
Comp_B_ShopPulse,2024-07-12,103709.5,0.0063
Comp_B_ShopPulse,2024-07-13,103752.0,0.0221
Comp_B_ShopPulse,2024-07-15,103840.5,0.0232
Comp_B_ShopPulse,2024-07-16,103882.5,0.0072
Comp_B_ShopPulse,2024-07-18,103925.5,0.0062
Comp_B_ShopPulse,2024-07-19,104071.0,0.0102
Comp_B_ShopPulse,2024-07-20,104176.5,0.0193
Comp_B_ShopPulse,2024-07-21,104230.0,0.014
Comp_B_ShopPulse,2024-07-23,104301.0,0.0163
Comp_B_ShopPulse,2024-07-24,104467.0,0.0156
Comp_B_ShopPulse,2024-07-25,104626.5,0.0201
Comp_B_ShopPulse,2024-07-27,104715.0,0.0148
Comp_B_ShopPulse,2024-07-29,104765.5,0.0137
Comp_B_ShopPulse,2024-07-31,104828.5,0.0106
Comp_B_ShopPulse,2024-08-01,105038.5,0.0112
Comp_B_ShopPulse,2024-08-03,105170.5,0.0077
Comp_B_ShopPulse,2024-08-05,105372.5,0.0145
Comp_B_ShopPulse,2024-08-07,105460.5,0.015
Comp_B_ShopPulse,2024-08-09,105655.5,0.0137
Comp_B_ShopPulse,2024-08-10,105816.5,0.0082
Comp_B_ShopPulse,2024-08-12,105895.5,0.0211
Comp_B_ShopPulse,2024-08-14,106115.5,0.0084
Comp_B_ShopPulse,2024-08-15,106291.5,0.0159
Comp_B_ShopPulse,2024-08-17,106394.5,0.0177
Comp_B_ShopPulse,2024-08-18,106477.5,0.0068
Comp_B_ShopPulse,2024-08-20,106624.5,0.0152
Comp_B_ShopPulse,2024-08-21,106764.5,0.0093
Comp_B_ShopPulse,2024-08-23,106870.5,0.0211
Comp_B_ShopPulse,2024-08-24,107057.5,0.0198
Comp_B_ShopPulse,2024-08-25,107107.5,0.0123
Comp_B_ShopPulse,2024-08-27,107329.5,0.0161
Comp_B_ShopPulse,2024-08-29,107355.5,0.0219
Comp_B_ShopPulse,2024-08-30,107488.5,0.0098
Comp_B_ShopPulse,2024-08-31,107567.5,0.0128
Comp_B_ShopPulse,2024-09-02,107734.5,0.0138
Comp_B_ShopPulse,2024-09-03,107797.5,0.0147
Comp_B_ShopPulse,2024-09-04,107925.5,0.0167
Comp_B_ShopPulse,2024-09-05,108047.5,0.0196
Comp_B_ShopPulse,2024-09-06,108183.5,0.0169
Comp_B_ShopPulse,2024-09-07,108350.5,0.0173
Comp_B_ShopPulse,2024-09-09,108434.5,0.0129
Comp_B_ShopPulse,2024-09-11,108510.5,0.0195
Comp_B_ShopPulse,2024-09-13,108647.5,0.0179
