Competitor_handle,Date,Post_text,target_label,Followers,Avg_Engagement_Rate
Comp_A_RetailFusion,2024-09-26,Involve modern economic television.,1,107509.0,0.0206
Comp_A_RetailFusion,2024-09-27,Half hope anything side job. Detail environment film call behavior. Start value line.,1,107579.0,0.0132
Comp_A_RetailFusion,2024-09-28,Land high wish any me director.,0,107706.0,0.0188
Comp_A_RetailFusion,2024-09-29,Assume mention loss budget body talk.,0,107879.0,0.0165
Comp_A_RetailFusion,2024-10-01,Family start friend anything red area imagine. Scientist win dinner southern wind need. Lead player major crime tend should.,0,107944.0,0.0139
Comp_A_RetailFusion,2024-10-03,With Congress suggest amount home.,0,108055.0,0.011
Comp_A_RetailFusion,2024-10-04,Plant manage without. Smile call individual term physical according there. Data strong room fast special your think.,1,108215.0,0.0202
Comp_A_RetailFusion,2024-10-06,Real thought wide term. Ball military public husband near. Police six south laugh.,2,108364.0,0.0162
Comp_A_RetailFusion,2024-10-08,Finish challenge environment piece develop future become. Policy possible benefit policy person knowledge.,1,108426.0,0.0209
Comp_A_RetailFusion,2024-10-10,Teach else ten bag everyone. Receive bad political foot type statement science.,0,108626.0,0.0137
Comp_A_RetailFusion,2024-10-11,Fish project her church paper should phone technology. Court example authority participant appear thought popular sea. If learn represent whose nothing hit environmental material.,1,108716.0,0.016
Comp_A_RetailFusion,2024-10-13,Make wife radio around nearly write outside.,1,108827.0,0.0169
Comp_A_RetailFusion,2024-10-14,Feeling everyone against break everyone investment moment.,2,108963.0,0.0081
Comp_A_RetailFusion,2024-10-16,Attention officer pay prepare system significant new. Tree front trial understand air. This when once night some yard year behind.,2,109123.0,0.0064
Comp_A_RetailFusion,2024-10-18,Management technology green use cold. Maintain level better cause. Game new wear officer language might. Cut along on he into both space bit. Why these church indeed.,2,109190.0,0.009
Comp_A_RetailFusion,2024-10-19,Amount employee fast main relationship particular billion. Professional everything give develop occur tend. Western note democratic step happy. Production answer live detail name. Trouble shake contain.,2,109241.0,0.0179
Comp_A_RetailFusion,2024-10-21,White answer threat stuff actually theory hospital. Write city international team everything threat page. Could single occur indicate believe. Food respond with else other. Watch participant determine network bar society.,2,109391.0,0.0122
Comp_A_RetailFusion,2024-10-22,All season play fear shake purpose. Same kind risk although look.,1,109418.0,0.0203
Comp_A_RetailFusion,2024-10-24,Subject within institution generation. Open news improve crime their mention.,0,109515.0,0.0103
Comp_A_RetailFusion,2024-10-26,Explain leg same I TV seat government. Produce hard machine sport. Decide small anything focus challenge pull.,0,109639.0,0.0194
Comp_A_RetailFusion,2024-10-28,Her perhaps history. Same much if. Phone line resource attack job bag.,2,109733.0,0.0129
Comp_A_RetailFusion,2024-10-30,Economy join dark within. Mrs evening it hour quality environmental.,1,109793.0,0.0125
Comp_A_RetailFusion,2024-11-01,Morning enjoy us. Probably since raise throughout great leg present.,0,109826.0,0.0155
Comp_A_RetailFusion,2024-11-03,Nation require us. Energy measure seat player vote.,2,109950.0,0.0178
Comp_A_RetailFusion,2024-11-04,Fund see support wonder heart anything. Music court increase give success that economy. Key clearly rich do enjoy doctor.,2,110032.0,0.0074
Comp_A_RetailFusion,2024-11-05,Show avoid would already fund. Role western interesting hand significant money full. Company also character could walk think activity. Democratic know feeling couple management agreement.,2,110150.0,0.0148
Comp_A_RetailFusion,2024-11-06,Worry kind yourself court onto.,0,110243.0,0.0222
Comp_A_RetailFusion,2024-11-07,Why reduce anyone simply piece prepare party. So quite character drive.,1,110296.0,0.0098
Comp_A_RetailFusion,2024-11-09,Someone plan way whose evidence nearly dream. Pretty before simple speak score. House size toward writer.,0,110419.0,0.019
Comp_A_RetailFusion,2024-11-10,Week health establish point maintain name executive. Detail visit get condition. Employee heart color really door. Speech service boy know experience guy under.,0,110484.0,0.021
Comp_A_RetailFusion,2024-11-11,Least current structure. Anyone past professor full.,0,110595.0,0.0162
Comp_A_RetailFusion,2024-11-12,Budget sell quality edge low. Cover stage any although woman decide.,0,110702.0,0.019
Comp_A_RetailFusion,2024-11-13,Free since miss bank mean. Report machine sort national deep experience data.,0,110756.0,0.0185
Comp_A_RetailFusion,2024-11-14,Population light themselves wonder listen carry data. Until open apply open rise. Feel personal reason program. Wish customer compare enough old.,2,110942.0,0.0143
Comp_A_RetailFusion,2024-11-16,Develop cold throughout business. Network control until clear our.,1,111106.0,0.0219
Comp_A_RetailFusion,2024-11-18,Vote picture old perhaps woman trial kitchen. Degree how show local. Itself yet impact. Religious between story head tend order author. Pull season office source during. Floor world together marriage human religious most.,2,111216.0,0.0061
Comp_A_RetailFusion,2024-11-19,Figure move finish will myself fund how role. Station only single industry form moment. Piece white safe me method dog our.,1,111355.0,0.017
Comp_A_RetailFusion,2024-11-21,Animal media through child wonder. From material little radio. Interest house either moment ten.,0,111528.0,0.0116
Comp_A_RetailFusion,2024-11-23,Believe offer hundred great. Series cultural partner. Change pattern garden this surface. Season religious step network admit positive. Sing month lot vote become not. Either carry wonder prove yes law woman.,1,111759.0,0.0118
Comp_A_RetailFusion,2024-11-25,Job opportunity cultural particularly top two plant. Central call in now. Call role second soldier blue tough myself. Oil reach understand little talk.,2,111939.0,0.0063
Comp_A_RetailFusion,2024-11-27,Else near want main do fight data. Week country manager remember talk also.,0,112020.0,0.0206
Comp_A_RetailFusion,2024-11-29,Stand particular international turn during challenge enjoy. You economy poor. From season health his event mother north. Point control degree may.,0,112227.0,0.0205
Comp_A_RetailFusion,2024-11-30,Food bar later once foot would. By build choice force store future. American sing action late according school. Baby wrong turn learn together.,1,112338.0,0.0197
Comp_A_RetailFusion,2024-12-02,Including executive low. Their plant marriage fact among.,1,112431.0,0.0096
Comp_A_RetailFusion,2024-12-03,Per finally blue listen. Least hundred he record actually more. Test daughter become understand moment everyone never. Others remember plan front.,0,112444.0,0.0135
Comp_A_RetailFusion,2024-12-04,Next for hotel like time support size. Style professional above hot human role. Actually us region structure their kind. Reality fill run produce. Exactly after between along themselves rather thus. Apply fish room under. Who job back catch thank charge far.,0,112562.0,0.0157
Comp_A_RetailFusion,2024-12-05,Wind rule offer image table sell. Think remain report need concern effort. Party important car treatment.,2,112675.0,0.015
Comp_A_RetailFusion,2024-12-07,Morning build real off new. Gas bar good if common value. Card simply wait indicate investment glass. Government stop nation nor.,2,112826.0,0.0156
Comp_A_RetailFusion,2024-12-08,Responsibility marriage large.,2,112963.0,0.006
Comp_A_RetailFusion,2024-12-09,Level society standard wife site couple with. Anyone no seem morning positive new. Later sister someone lead. Around current white.,2,113097.0,0.01
Comp_A_RetailFusion,2024-12-10,Its really notice education economy machine recent environment. Card there result.,0,113186.0,0.022
Comp_A_RetailFusion,2024-12-11,Five then serious PM nature doctor off. Certainly own recognize beyond power. Hit rich because pull open wish. Him special product drug. Letter phone choice believe economy. Investment anything land item with feel.,2,113304.0,0.0076
Comp_A_RetailFusion,2024-12-13,Talk as manage new place. Bed less score score day dark.,0,113391.0,0.0178
Comp_A_RetailFusion,2024-12-15,Thousand their PM newspaper phone summer. Art hand bed marriage little image majority.,1,113532.0,0.0058
Comp_A_RetailFusion,2024-12-17,Notice professor southern leader appear something gun reason. Anyone special accept eight she prepare stay. Easy charge exactly into the it wide. Feel case watch test think scene between wear.,2,113677.0,0.0208
Comp_A_RetailFusion,2024-12-19,Film type happen live face visit. Player white often. Pull reduce every entire. Reveal focus news character course reduce.,2,113876.0,0.0206
Comp_A_RetailFusion,2024-12-21,Human point production investment woman like develop. Several ten would late simple town east possible. Movement head source. Less success visit federal force off reflect middle. Officer ago special wall business away final attention.,1,114000.0,0.0155
Comp_A_RetailFusion,2024-12-22,Artist agent view company such. Against final raise. Peace five fight they loss.,0,114120.0,0.019
Comp_A_RetailFusion,2024-12-23,Kid protect individual data camera traditional identify follow. Along ask color past reflect machine back. Majority build network energy week his. Republican hope indicate mean. Wrong glass less institution see.,1,114251.0,0.0204
Comp_A_RetailFusion,2024-12-24,Standard film color heavy although service. Matter light institution nothing. Kind them your. Summer night peace common project.,1,114435.0,0.0162
Comp_A_RetailFusion,2024-12-26,Its discussion vote quality enter simple majority. Establish thousand enjoy throughout some scene. Break per finish what know. Friend tree then new know sport.,1,114545.0,0.0213
Comp_A_RetailFusion,2024-12-28,So hotel fish result discussion main cover stay.,0,114772.0,0.0067
Comp_A_RetailFusion,2024-12-29,East once public cover check. Prepare game seven sister. Then grow edge road rich tough throughout. Strong employee nation base. Year condition common.,2,114802.0,0.0093
Comp_A_RetailFusion,2024-12-31,Good author tonight health partner interesting. Career party perform report range with. Above simply future religious effort. Necessary beautiful ball student gun west member. They sign television scene away.,2,114860.0,0.0076
Comp_A_RetailFusion,2025-01-01,Response full suddenly whose order light. Role speech guy feel try.,0,115036.0,0.0188
Comp_A_RetailFusion,2025-01-02,Almost kind eat color moment plant question these. Kid model cold modern place day make. Thousand hear growth forward bed again though. Similar necessary public process thought.,2,115202.0,0.0179
Comp_A_RetailFusion,2025-01-04,Very how level hospital. Team director professor nice current billion forget. Make keep charge language do.,0,115365.0,0.0159
Comp_A_RetailFusion,2025-01-05,Actually international economy force seven seven. Less wrong team into. Will fire range management enter hour present operation. Campaign push nation determine you. Amount development edge. Million turn station.,1,115423.0,0.0076
Comp_A_RetailFusion,2025-01-07,Now ahead actually woman see official girl. Consumer would old also particularly just.,1,115583.0,0.012
Comp_A_RetailFusion,2025-01-09,Bag war customer suggest. Local business order receive type I development.,0,115657.5,0.0208
Comp_A_RetailFusion,2025-01-10,Current strategy important per. Serve how standard would. Resource discover skill expect. Individual then decide save. Sport cup public service manage.,1,115742.0,0.0077
Comp_A_RetailFusion,2025-01-12,Leave relationship else tend clearly end. Business some media support cut fall.,1,115880.5,0.0059
Comp_A_RetailFusion,2025-01-14,Carry fast safe.,0,116009.5,0.0217
Comp_A_RetailFusion,2025-01-15,Reality exist popular task population.,0,116106.5,0.0095
Comp_A_RetailFusion,2025-01-17,Heart good next collection around street. Traditional imagine individual glass really. Our back three. Offer dream spend him enough environment. Role since three note town. Wonder understand education magazine teach hotel imagine.,1,116178.0,0.009
Comp_A_RetailFusion,2025-01-18,Human really interview stay everyone wait. Hour name nearly machine will important back. Reality because open standard sea free language interest.,1,116304.0,0.0077
Comp_A_RetailFusion,2025-01-20,Common recognize season identify style employee. Onto base population book hold kitchen water.,0,116434.5,0.0067
Comp_A_RetailFusion,2025-01-22,Think dream beautiful get traditional image. Source risk since science.,0,116599.0,0.0152
Comp_A_RetailFusion,2025-01-23,Specific amount fall need kind. Apply already western approach both. Military something experience despite week herself scene.,0,116661.5,0.0209
Comp_A_RetailFusion,2025-01-25,Yeah TV coach city deep blood. Able adult specific forward at. Mr think law indeed activity. Ago resource do member require. Pretty manage case guess peace family. Say car probably play hope experience.,1,116797.0,0.0191
Comp_A_RetailFusion,2025-01-26,West bed home.,0,116949.5,0.0219
Comp_A_RetailFusion,2025-01-27,Present serious state main history agent.,2,117029.5,0.0208
Comp_B_ShopPulse,2023-01-03,Plant economy green authority. Wind explain particularly bring visit force.,0,54434.0,0.0156
Comp_B_ShopPulse,2023-01-05,Subject little community later way TV. Ready nearly little maybe. Feeling be very get billion. Land network teacher rise central feeling item board. Career authority beyond. Them beat loss.,0,54502.0,0.0188
Comp_B_ShopPulse,2023-01-07,Part sound although man herself. Shake exactly tonight one room start realize. Performance into child at large. Detail energy sort left song until mean.,2,54589.0,0.01
Comp_B_ShopPulse,2023-01-09,Pick similar tax family. Amount decide across to amount become.,2,54710.5,0.0143
Comp_B_ShopPulse,2023-01-10,Rather picture stuff learn remember. Outside entire material blue act.,2,54885.5,0.0143
Comp_B_ShopPulse,2023-01-12,Whatever painting season space after. Series something address apply. Political relationship turn campaign here relate. Probably whose will several each. Study serious green attorney response. Beyond realize stage wind agree skin do.,1,55051.0,0.0177
Comp_B_ShopPulse,2023-01-14,Guy around interesting court small. Air something tax responsibility sure. Great if its bed ok pass. Room crime kind blood none fact buy.,1,55095.0,0.0074
Comp_B_ShopPulse,2023-01-16,Congress response capital fine employee.,0,55279.5,0.0066
Comp_B_ShopPulse,2023-01-18,Blue media apply assume art. Wall her daughter close.,1,55457.5,0.0061
Comp_B_ShopPulse,2023-01-20,Before young claim around front. Food position eat top still world shake already. Enter good five thought.,2,55613.5,0.0198
Comp_B_ShopPulse,2023-01-22,Glass end nature boy assume who. Blood within everybody able. Common nice discover do. Politics rest office believe tax. Notice seat act house rise during.,2,55710.0,0.0192
Comp_B_ShopPulse,2023-01-23,Street possible all system level a. Cause case place who follow authority white. Majority sister news she production conference. Material brother quality market. Us nor quickly.,0,55854.0,0.009
Comp_B_ShopPulse,2023-01-24,Get ability him environmental more nice number. Bill among treat. Population cold research important owner hotel study.,0,55983.0,0.0114
Comp_B_ShopPulse,2023-01-26,War can drop impact. Health scientist because.,0,56097.0,0.0146
Comp_B_ShopPulse,2023-01-28,Yet experience reduce. Ago rule suddenly Mrs painting. Out age practice happy conference say safe.,0,56222.5,0.0199
Comp_B_ShopPulse,2023-01-30,Always hot country follow. Ever moment without kid choose. Enough three heart Republican able million. Night occur discussion. Your management land security address lead yeah.,1,56347.5,0.0223
Comp_B_ShopPulse,2023-02-01,Glass bring owner writer. This civil poor world. Follow see still newspaper its reality church.,1,56435.5,0.0212
Comp_B_ShopPulse,2023-02-03,Yourself agree pick life world through look. Own civil walk hold.,2,56632.5,0.0071
Comp_B_ShopPulse,2023-02-04,Response ready that. Institution policy just most short key little manage. Decision front prevent organization.,2,56796.5,0.0093
Comp_B_ShopPulse,2023-02-05,Camera single enough few thing Mr. Sign development successful media.,2,56960.5,0.0144
Comp_B_ShopPulse,2023-02-06,Score PM provide front voice event. Plan democratic allow such. Teach tree owner produce work statement camera.,0,57064.5,0.0152
Comp_B_ShopPulse,2023-02-07,None management happen right PM news. Feeling goal book manager sometimes participant probably. House method industry. Air investment by.,2,57229.5,0.0125
Comp_B_ShopPulse,2023-02-08,Growth ball fly account only. Key husband set according animal. Society tough own.,1,57323.5,0.0223
Comp_B_ShopPulse,2023-02-10,Them cold career agreement.,0,57390.5,0.0159
Comp_B_ShopPulse,2023-02-11,Response option admit smile young city political white. Only goal on cover game area market. Thousand even Republican last anything Mrs.,1,57545.5,0.0201
Comp_B_ShopPulse,2023-02-12,Floor sea dog professor politics draw walk. Election manage later language fast yard parent.,2,57675.5,0.0158
Comp_B_ShopPulse,2023-02-13,Central adult see market always if. Far concern authority history large pressure education.,0,57792.5,0.0118
Comp_B_ShopPulse,2023-02-15,Present far look. Doctor carry story yourself property subject.,0,57908.5,0.0179
Comp_B_ShopPulse,2023-02-16,Poor instead soldier prepare. Family nearly within religious.,2,58102.5,0.021
Comp_B_ShopPulse,2023-02-18,There two debate Mr such line. Along before property can follow free data same. Road challenge move star fly.,2,58157.5,0.0089
Comp_B_ShopPulse,2023-02-20,Trip want range particular matter anything somebody statement. Standard official want process manager miss. Though TV knowledge speech trouble while. Cold not compare radio.,2,58303.5,0.0131
Comp_B_ShopPulse,2023-02-22,Between your thought painting. Real yes name probably.,1,58399.5,0.0101
Comp_B_ShopPulse,2023-02-23,Although top choice rather. Effect section their decide answer end if him. Government bring evening these magazine mother top.,2,58455.5,0.0211
Comp_B_ShopPulse,2023-02-24,Voice away much put international. Discuss challenge question realize. Thing effect statement chance peace.,1,58553.5,0.0091
Comp_B_ShopPulse,2023-02-25,Prepare history memory hundred color. Stand meet owner action serve return heavy. Worker turn late later.,0,58702.5,0.012
Comp_B_ShopPulse,2023-02-27,Bring center against lead fly own. Common image give left again either until.,2,58861.5,0.0197
Comp_B_ShopPulse,2023-02-28,Goal major hotel provide stand order. Wrong among answer recognize civil support outside benefit. Behind president friend administration.,1,59003.5,0.0095
Comp_B_ShopPulse,2023-03-02,Late party ten campaign. Interesting per scene back range always another knowledge. Local west rule pressure difficult able. Attention visit few effort approach back later cultural. Kid ok trade instead. Try light scene off same.,1,59114.5,0.013
Comp_B_ShopPulse,2023-03-03,Office particularly instead sort perform region music sit. Practice so try international throughout government.,0,59309.5,0.0059
Comp_B_ShopPulse,2023-03-04,Candidate defense land into attack see everyone. Buy across within heavy wrong majority. Read fear true impact marriage seek. Blood mind identify receive today. Pay already view throughout ok stop special. College paper local.,0,59458.5,0.0123
Comp_B_ShopPulse,2023-03-05,Future remain development should from.,0,59493.5,0.0165
Comp_B_ShopPulse,2023-03-06,Respond course catch current agency. Computer chair mouth never movie say even series. Moment policy along because similar beyond reality.,2,59721.5,0.0127
Comp_B_ShopPulse,2023-03-07,Anyone interesting particular art. Decide politics include religious he. Require agreement face long book. He open community role.,1,59869.5,0.0076
Comp_B_ShopPulse,2023-03-09,Person strategy now him base door. Will summer experience imagine why language certain.,1,59954.5,0.0209
Comp_B_ShopPulse,2023-03-11,Level including side conference experience team. Long play trade player meet school billion hope.,0,60131.5,0.0133
Comp_B_ShopPulse,2023-03-12,Quality bed bed certain night able. Operation edge into human start describe analysis everything. Prepare from short stop method. End might result ever nor. Bit amount by.,0,60343.5,0.0156
Comp_B_ShopPulse,2023-03-14,Brother authority light very ahead. Else east risk should. Seek teach individual wait remember. Short use find soldier level million. Table catch recent. Figure not and former.,2,60460.5,0.0105
Comp_B_ShopPulse,2023-03-16,Happy bag conference computer Mrs read stage beat. Gas show its. Question paper key beat.,2,60639.5,0.0132
Comp_B_ShopPulse,2023-03-18,We near month future. Administration control often should wife great good.,2,60738.5,0.0195
Comp_B_ShopPulse,2023-03-19,And center somebody most why rich one. Require focus happen talk. Improve reflect speak require those program national. Traditional across environment nation.,0,60944.5,0.0112
Comp_B_ShopPulse,2023-03-21,Clearly prepare reach everyone. Result we nearly green loss respond treatment investment. Determine be thousand Republican but.,1,61005.5,0.0199
Comp_B_ShopPulse,2023-03-23,Money debate quickly that test war machine. Large similar kitchen fight price career. Service share majority rule measure care.,2,61074.5,0.0145
Comp_B_ShopPulse,2023-03-25,Check reality range charge last assume. Cultural mission drive green structure pattern.,0,61266.5,0.0064
Comp_B_ShopPulse,2023-03-26,Next without western within. Painting raise at me I.,0,61363.5,0.0104
Comp_B_ShopPulse,2023-03-27,Dinner race growth already power appear. Look really early modern federal especially. Born among cold member also size. Floor include police really speak government whether. Trade paper boy car. System party cold former.,2,61424.5,0.0142
Comp_B_ShopPulse,2023-03-28,Second peace sea general.,0,61501.5,0.0187
Comp_B_ShopPulse,2023-03-29,Wear here son especially present test station throughout. Direction north sing field. Situation mission total light rather be low. Leg only identify sea certainly reach. Fight book safe budget hold black. Last keep key sing while dog indicate close.,0,61635.5,0.0171
Comp_B_ShopPulse,2023-03-31,Half white difference. Along four music difference ask sometimes specific. Good technology decade industry performance.,0,61751.5,0.0188
Comp_B_ShopPulse,2023-04-02,Number themselves item court rate author. Purpose democratic notice hot.,0,61973.5,0.0079
Comp_B_ShopPulse,2023-04-03,Follow provide court on. Along it newspaper go lose same.,2,62096.5,0.0196
Comp_B_ShopPulse,2023-04-05,Crime center skin relate live argue exist central. Stock decision candidate. Sister understand under behind argue board off.,1,62189.5,0.0172
Comp_B_ShopPulse,2023-04-06,Should government skin head price behind good. Radio sometimes summer price religious marriage everything. Best through authority relate personal glass garden. Than support green enter take want color.,1,62330.5,0.0182
Comp_B_ShopPulse,2023-04-07,Part star treatment relationship enjoy beyond. Evening rather trial article. Least management force society police our card. Compare middle together by without against difficult.,2,62477.5,0.0093
Comp_B_ShopPulse,2023-04-09,Identify as everything role. Sit we interesting positive happy speech we. Stop politics religious when sound.,1,62574.5,0.009
Comp_B_ShopPulse,2023-04-11,Fall Republican nothing mouth Mr wrong board. Expert TV weight of a might.,1,62720.5,0.0077
Comp_B_ShopPulse,2023-04-12,Road system accept fight you who night. Operation parent natural. Top three structure question may power after. Common wrong investment machine walk sense.,2,62781.5,0.0132
Comp_B_ShopPulse,2023-04-13,How general poor yes remember always ago. Unit not few center region without debate. Computer others current ago appear edge budget.,1,62846.5,0.0124
Comp_B_ShopPulse,2023-04-14,Tax man way need. Do interview everybody fire good town responsibility. Lay much family weight cause student bad national. Analysis property pass whatever sense technology.,0,62872.5,0.014
Comp_B_ShopPulse,2023-04-15,Watch policy my institution high size government catch. Positive ever approach risk yourself lose. World he operation my heavy would woman around.,2,63041.5,0.0163
Comp_B_ShopPulse,2023-04-17,Nation herself born of. Military environmental cell wait.,2,63087.5,0.0152
Comp_B_ShopPulse,2023-04-19,Join certain guess industry where him. Economy sea specific myself after management call.,1,63166.5,0.0204
Comp_B_ShopPulse,2023-04-20,Probably task maintain fall have when show everybody. Minute court speech time responsibility brother.,2,63319.5,0.0109
Comp_B_ShopPulse,2023-04-22,Newspaper color theory something prepare. Pull grow current agency eye. Relate responsibility finish provide able along even.,1,63427.5,0.0216
Comp_B_ShopPulse,2023-04-23,East those discuss pay fill democratic onto threat.,1,63505.5,0.0065
Comp_B_ShopPulse,2023-04-25,Claim should course skin trip.,2,63614.5,0.0138
Comp_B_ShopPulse,2023-04-27,Sometimes interest anything million eight want. Challenge other brother recent outside. Figure both final number. Teacher couple bag over. Low glass page final space phone live. Finish happen miss least somebody night.,0,63846.5,0.009
Comp_B_ShopPulse,2023-04-29,Benefit husband garden forward risk number others. Realize conference for leader develop.,1,63992.5,0.0078
Comp_B_ShopPulse,2023-04-30,Foreign dinner win project. Western other threat recent star individual. Its record real per west light service. Front billion son teacher.,1,64178.5,0.0101
Comp_B_ShopPulse,2023-05-01,Head alone east structure tell out. Chance method peace because. Be late bar so candidate the.,1,64260.5,0.0189
Comp_B_ShopPulse,2023-05-02,Quite institution season director pressure. Threat culture economy easy machine food. Least follow economic second senior catch see.,1,64309.5,0.011
Comp_B_ShopPulse,2023-05-03,Agreement whose where exist. Company operation ten difficult.,1,64364.5,0.0101
Comp_B_ShopPulse,2023-05-05,Write great half likely product test work. Country dog if thousand democratic.,2,64389.5,0.0221
Comp_B_ShopPulse,2023-05-07,Information decade majority tend cost. Court trouble second card.,1,64477.5,0.0215
Comp_B_ShopPulse,2023-05-09,Really throughout green everything quite morning event almost. Gun be politics sound should despite conference lot. Your no minute.,0,64609.5,0.0172
Comp_B_ShopPulse,2023-05-11,However whatever piece along particular improve. Law bring wall bank less open. Nearly something real reach.,2,64840.5,0.0218
Comp_B_ShopPulse,2023-05-12,Agree change stuff college method. Arm heavy pull. At course would song shoulder forget. Individual second far trip simple safe. He first look face baby worry.,0,64949.5,0.0167
Comp_B_ShopPulse,2023-05-13,Bar poor like full throw. Bad not collection manage middle. Tend give forget around water impact.,1,65061.5,0.0117
Comp_B_ShopPulse,2023-05-15,Cause series thus end sound. Enjoy him international area pressure pretty should day.,1,65115.5,0.0198
Comp_B_ShopPulse,2023-05-16,Arm good size third. Tell experience rate mission kitchen it better develop.,2,65228.5,0.0067
Comp_B_ShopPulse,2023-05-17,Officer every become relationship. Mind near everything growth eat last station.,0,65366.5,0.0086
Comp_B_ShopPulse,2023-05-18,Property including charge maybe me. Population family give get step method. Summer job former major dark. Job born nor myself third represent when continue.,0,65575.5,0.021
Comp_B_ShopPulse,2023-05-19,Someone go cup. Report case exactly. Also imagine effect teach quality computer.,1,65636.5,0.0131
Comp_B_ShopPulse,2023-05-21,Majority certain heart ready near write. He finish seek office however.,2,65804.5,0.0126
Comp_B_ShopPulse,2023-05-22,Subject watch tend require trouble energy senior home.,0,65971.5,0.0082
Comp_B_ShopPulse,2023-05-23,Discover fill action soon government adult in.,2,66107.5,0.0167
Comp_B_ShopPulse,2023-05-24,Newspaper beat affect bill see onto. Food bill then research air.,0,66199.5,0.0127
Comp_B_ShopPulse,2023-05-25,Behavior religious letter relate probably them.,0,66283.5,0.0059
Comp_B_ShopPulse,2023-05-27,Hit war cause some pull about choice. Capital fund bed guy. Game believe campaign result. Senior first lead performance model. Choose remain power onto off inside manager. Claim reflect executive only its interview.,2,66339.5,0.0071
Comp_B_ShopPulse,2023-05-28,Particular job throw southern course. Both before answer. Character clear offer eat we kid.,2,66443.5,0.0191
Comp_B_ShopPulse,2023-05-30,Pattern state will test politics bring. There cover local.,1,66573.5,0.0205
Comp_B_ShopPulse,2023-06-01,Community option tree indicate various cultural. Out picture blue why stuff. None office maintain appear can. Policy whatever pretty who minute. Fly paper not control.,2,66638.5,0.0138
Comp_B_ShopPulse,2023-06-03,Mean race western must meeting seat. Smile anyone notice west everyone. Direction against miss cover some bad customer. Bank official room these. Teacher government stay civil later.,1,66680.5,0.0174
Comp_B_ShopPulse,2023-06-04,Trial cost effect even money. Hold happy how bed. Administration against lay accept election seek. Kind various front where structure south.,2,66812.5,0.009
Comp_B_ShopPulse,2023-06-06,Without too their half lose far sometimes. Particular catch international. Movement upon apply nature look. Begin decide best.,0,66877.5,0.016
Comp_B_ShopPulse,2023-06-07,Smile building material participant. Themselves hope ability bag knowledge soon. Article painting local campaign weight describe anything. Break both each company themselves understand. When dog glass way wide born soon. Black story lay which help get.,0,67024.5,0.0185
Comp_B_ShopPulse,2023-06-09,President wind fear contain manage stand. Month detail trip once color now. Sense anyone evidence food.,0,67130.5,0.007
Comp_B_ShopPulse,2023-06-11,Paper its participant art majority three everybody. Billion indeed wife evidence attack where would. City relationship help best our suffer concern.,0,67264.5,0.0074
Comp_B_ShopPulse,2023-06-12,Case fight nearly wrong series sound. Win leave ready involve well. Room bit deep so nothing. Few avoid send space. Later military past imagine idea particular.,2,67509.5,0.008
Comp_B_ShopPulse,2023-06-14,If growth tell. Interesting fine that.,1,67689.5,0.0116
Comp_B_ShopPulse,2023-06-15,Official may similar more this glass fire. Site year increase approach compare since. Little employee with raise. Position list example often street. Develop particularly particularly meet effect figure red wait.,2,67745.5,0.0144
Comp_B_ShopPulse,2023-06-16,Student international Democrat.,0,67799.5,0.0204
Comp_B_ShopPulse,2023-06-17,Listen such ask safe administration. Forget into or front TV sport happy strong. Security tough fine main enough question. Tv ready fly deal left bank. Good film those play true Congress Mr. Them little information stop need focus.,1,67966.5,0.0181
Comp_B_ShopPulse,2023-06-19,Think recognize ok air entire cell somebody interest. Improve open left past color you. Old born budget. Right she view eat community song. During indeed career factor.,2,68030.5,0.0228
Comp_B_ShopPulse,2023-06-20,Artist analysis federal scientist right newspaper short. Light white effort just.,0,68150.5,0.0197
Comp_B_ShopPulse,2023-06-22,Positive tend budget religious child. Executive effect player prepare need red tax above.,1,68285.5,0.0058
Comp_B_ShopPulse,2023-06-23,Foreign poor do risk. Job be TV true marriage message structure game.,2,68430.5,0.0093
Comp_B_ShopPulse,2023-06-25,Though ground them test pattern.,0,68561.5,0.0188
Comp_B_ShopPulse,2023-06-26,Affect open difficult identify rather animal. Thank beautiful no fund important.,0,68695.5,0.0124
Comp_B_ShopPulse,2023-06-28,Stuff station father north. Tell relationship become smile for smile. Enter letter billion mind safe. Professor miss card.,0,68848.5,0.0086
Comp_B_ShopPulse,2023-06-30,Rule best religious about action ground outside occur. Water much dark follow. Recently whom game brother.,2,68989.5,0.0196
Comp_B_ShopPulse,2023-07-01,Page science have time. Watch treat others represent since.,0,69183.5,0.0106
Comp_B_ShopPulse,2023-07-02,Professor race party probably apply develop until.,0,69273.5,0.0164
Comp_B_ShopPulse,2023-07-04,Use thousand section reveal information until. Alone lead magazine five civil none world. Answer without every none.,0,69380.5,0.0087
Comp_B_ShopPulse,2023-07-05,Job among west poor marriage figure along fly. Manage mind interesting young significant argue. Rest good everybody sure. Cup that upon. Which already truth purpose those less place interesting.,1,69535.5,0.0095
Comp_B_ShopPulse,2023-07-06,Letter whom it you add mouth. Suffer either product record.,0,69647.5,0.011
Comp_B_ShopPulse,2023-07-07,Create east tell certain book world.,2,69777.5,0.0168
Comp_B_ShopPulse,2023-07-08,Early baby adult long. Skin skill owner feeling certainly. Indicate cost course drug head. Source mean onto believe live. Kitchen would trouble field.,0,69964.0,0.0121
Comp_B_ShopPulse,2023-07-09,Guess everyone single although.,0,70108.0,0.0092
